Candidate ID,Standard Make,Standard Model,Candidate Value,Candidate Model Years,Proposed Canonical Value,Proposed Classification,Confirmed Model Years,US Market Confirmed,Primary Source Organization,Primary Source Document,Primary Source URL,Secondary Source Organization,Secondary Source Document,Secondary Source URL,Source Access Date,Official Naming Evidence,Research Outcome,Version 4 Action,Notes
HP-102,Chevrolet,C/K 1500,C1500,1988-1999,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Size/series code fragment from recall strings.,Source Artifact,Rejected; recorded in review file.,Size/series code fragment from recall strings.
HP-103,Chevrolet,C/K 2500,C2500,1988-1993,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Size/series code fragment from recall strings.,Source Artifact,Rejected; recorded in review file.,Size/series code fragment from recall strings.
HP-104,Chevrolet,Chevy Van (G-Series),G10,1984-1998,G10,Trim,1984-1998,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-105,Chevrolet,Chevy Van (G-Series),G30,1982-1999; 2001-2002,G30,Trim,1982-1999; 2001-2002,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-106,Chevrolet,Corvette,Z06,2006-2013; 2019; 2023-2027,Z06,Trim,2006-2013; 2019; 2023-2027,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-107,Chevrolet,Corvette,ZR1,2009-2010; 2012-2013; 2019; 2025-2027,ZR1,Trim,2009-2010; 2012-2013; 2019; 2025-2027,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-108,Chevrolet,Express,3500-,1997-2001; 2004-2022; 2024,3500-,Trim,1997-2001; 2004-2022; 2024,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-109,Chevrolet,HHR,PANEL,2007-2011,Panel,Trim,2007-2011,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-110,Chevrolet,Impala,EASSIST,2014-2016,Eassist,Engine Variant,2014-2016,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Powertrain designation; belongs to the configuration catalog.,Approved as Engine Variant,Added to the vehicle configuration catalog.,Powertrain designation; belongs to the configuration catalog.
HP-111,Chevrolet,Malibu,EASSIST,2013-2014,Eassist,Engine Variant,2013-2014,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Powertrain designation; belongs to the configuration catalog.,Approved as Engine Variant,Added to the vehicle configuration catalog.,Powertrain designation; belongs to the configuration catalog.
HP-112,Chevrolet,Malibu,MAXX,2004-2007,Maxx,Trim,2004-2007,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-113,Chevrolet,S-10,PICKUP,1984-2004,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Generic body descriptor from recall strings; not a marketed value.,Source Artifact,Rejected; recorded in review file.,Generic body descriptor from recall strings; not a marketed value.
HP-114,Chevrolet,S-10,T10,1984-1988; 1995; 2000-2001,T10,Trim,1984-1988; 1995; 2000-2001,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-115,Chrysler,Town & Country,AND,1983-1984; 1986; 1988-1991; 2001; 2009-2017,AND,Trim,1983-1984; 1986; 1988-1991; 2001; 2009-2017,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-116,Dodge,Challenger,DEMON,2018; 2023,Demon,Trim,2018; 2023,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-117,Dodge,Challenger,SRT,2016-2023,SRT,Series,2016-2023,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,SRT (Street & Racing Technology) is the official performance series across Stellantis models.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,SRT (Street & Racing Technology) is the official performance series across Stellantis models.
HP-118,Dodge,Charger,SRT,2016-2023,SRT,Series,2016-2023,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,SRT (Street & Racing Technology) is the official performance series across Stellantis models.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,SRT (Street & Racing Technology) is the official performance series across Stellantis models.
HP-119,Dodge,Durango,SRT,2018-2025,SRT,Series,2018-2025,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,SRT (Street & Racing Technology) is the official performance series across Stellantis models.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,SRT (Street & Racing Technology) is the official performance series across Stellantis models.
HP-120,Dodge,Ram 150-350 (D/W Series),D100,1984-1993,D100,Trim,1984-1993,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-121,Dodge,Ram 150-350 (D/W Series),D150,1981; 1984-1993,D150,Trim,1981; 1984-1993,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-122,Dodge,Ram 150-350 (D/W Series),D250,1984-1993,D250,Trim,1984-1993,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-123,Dodge,Ram 150-350 (D/W Series),W100,1984-1993,W100,Trim,1984-1993,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-124,Dodge,Ram 150-350 (D/W Series),W150,1984-1993,W150,Trim,1984-1993,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-125,Dodge,Ram 150-350 (D/W Series),W250,1983-1994,W250,Trim,1983-1994,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-126,Dodge,Ram 50,POWER,1984-1993,Power,Trim,1984-1993,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-127,Dodge,Ram Van,B150,1981-1982; 1984-1995; 1999; 2001,B150,Trim,1981-1982; 1984-1995; 1999; 2001,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-128,Dodge,Ram Van,B250,1981; 1984-1998,B250,Trim,1981; 1984-1998,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-129,Dodge,Ram Van,B350,1984-1994; 1998-2000,B350,Trim,1984-1994; 1998-2000,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-130,Dodge,Ramcharger,AD150,1984-1991; 1993,Ad150,Trim,1984-1991; 1993,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-131,Ferrari,488,GTB,2016-2019,GTB,Trim,2016-2019,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-132,Ford,C-MAX,ENERGI,2013-2017,Energi,Engine Variant,2013-2017,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Powertrain designation; belongs to the configuration catalog.,Approved as Engine Variant,Added to the vehicle configuration catalog.,Powertrain designation; belongs to the configuration catalog.
HP-133,Ford,E-150,VAN,2011-2014,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Generic body descriptor from recall strings; not a marketed value.,Source Artifact,Rejected; recorded in review file.,Generic body descriptor from recall strings; not a marketed value.
HP-134,Ford,Escort,ZX2,1998-2003,ZX2,Trim,1998-2003,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-135,Ford,Fusion,ENERGI,2013-2020,Energi,Engine Variant,2013-2020,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Powertrain designation; belongs to the configuration catalog.,Approved as Engine Variant,Added to the vehicle configuration catalog.,Powertrain designation; belongs to the configuration catalog.
HP-136,Ford,Mustang,GT500,2020-2022,Gt500,Trim,2020-2022,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-137,Ford,Taurus,SHO,1990-1999,SHO,Trim,1990-1999,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-138,Ford,Transit Connect,VAN,2010; 2012-2023,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Generic body descriptor from recall strings; not a marketed value.,Source Artifact,Rejected; recorded in review file.,Generic body descriptor from recall strings; not a marketed value.
HP-139,GMC,C/K 1500-2500 (Sierra Classic era),C15,1984-1986; 1988-1996,C15,Trim,1984-1986; 1988-1996,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-140,GMC,C/K 1500-2500 (Sierra Classic era),C25,1984-1986; 1988; 1992-1996,C25,Trim,1984-1986; 1988; 1992-1996,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-141,GMC,C/K 1500-2500 (Sierra Classic era),C2500,1987-1997; 1999,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Size/series code fragment from recall strings.,Source Artifact,Rejected; recorded in review file.,Size/series code fragment from recall strings.
HP-142,GMC,C/K 1500-2500 (Sierra Classic era),K25,1984-1986; 1988-1989; 1993; 1995-1996,K25,Trim,1984-1986; 1988-1989; 1993; 1995-1996,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-143,GMC,C/K 1500-2500 (Sierra Classic era),K2500,1986; 1988-1996,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Size/series code fragment from recall strings.,Source Artifact,Rejected; recorded in review file.,Size/series code fragment from recall strings.
HP-144,GMC,C/K 1500-2500 (Sierra Classic era),PICKUP,1984-1988; 1994-1995,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Generic body descriptor from recall strings; not a marketed value.,Source Artifact,Rejected; recorded in review file.,Generic body descriptor from recall strings; not a marketed value.
HP-145,GMC,C/K 1500-2500 (Sierra Classic era),SUBURBAN,1984-1986; 1993-1994; 1996-1999,Suburban,Trim,1984-1986; 1993-1994; 1996-1999,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-146,GMC,Hummer EV,PICKUP,2022-2025,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Generic body descriptor from recall strings; not a marketed value.,Source Artifact,Rejected; recorded in review file.,Generic body descriptor from recall strings; not a marketed value.
HP-147,GMC,Hummer EV,SUV,2024-2025,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Generic body descriptor from recall strings; not a marketed value.,Source Artifact,Rejected; recorded in review file.,Generic body descriptor from recall strings; not a marketed value.
HP-148,GMC,Sonoma,S15,1980; 1984-1999; 2001,S15,Trim,1980; 1984-1999; 2001,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-149,GMC,Vandura,G35,1984-1996; 2000,G35,Trim,1984-1996; 2000,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-150,Honda,Civic,CNG,1998; 2000-2015,CNG,Trim,1998; 2000-2015,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-151,Hyundai,Kona,ELECTRIC,2019-2025,Electric,Engine Variant,2019-2025,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Powertrain designation; belongs to the configuration catalog.,Approved as Engine Variant,Added to the vehicle configuration catalog.,Powertrain designation; belongs to the configuration catalog.
HP-152,Isuzu,i-Series,I-280,2006-2007,I-280,Trim,2006-2007,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-153,Isuzu,i-Series,I-290,2007-2008,I-290,Trim,2007-2008,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-154,Isuzu,i-Series,I-370,2007-2008,I-370,Trim,2007-2008,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-155,Jaguar,Vanden Plas,VDP,2002-2009,VDP,Trim,2002-2009,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-156,Jaguar,XJ,LWB,2011-2018,LWB,Body Style,2011-2018,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Body/wheelbase designation; configuration value.,Approved as Body Style,Added to the vehicle configuration catalog.,Body/wheelbase designation; configuration value.
HP-157,Jaguar,XJ,XJL,2011; 2013-2019,XJL,Trim,2011; 2013-2019,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-158,Jaguar,XJ8,XJ8L,1998-2001; 2005-2009,Xj8L,Trim,1998-2001; 2005-2009,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-159,Jeep,Grand Cherokee,SRT,2016-2021,SRT,Series,2016-2021,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,SRT (Street & Racing Technology) is the official performance series across Stellantis models.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,SRT (Street & Racing Technology) is the official performance series across Stellantis models.
HP-160,Jeep,Wrangler,UNLIMITED,2009-2022,Unlimited,Trim,2009-2022,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
